champion,category,vs_champ,value,with_champ
sion,GOOD_SYNERGY,,52.11,Jinx
sion,GOOD_SYNERGY,,51.94,Xayah
sion,GOOD_SYNERGY,,51.61,Vayne
sion,GOOD_SYNERGY,,51.56,Ashe
sion,GOOD_SYNERGY,,51.47,Caitlyn
sion,GOOD_SYNERGY,,50.78,Lucian
sion,GOOD_SYNERGY,,50.69,Kog'Maw
sion,GOOD_SYNERGY,,50.56,Draven
sion,GOOD_SYNERGY,,50.51,Corki
sion,GOOD_SYNERGY,,50.21,Mel
sion,GOOD_SYNERGY,,50.21,Seraphine
sion,GOOD_SYNERGY,,49.78,Kalista
sion,GOOD_SYNERGY,,49.66,Ziggs
sion,GOOD_SYNERGY,,49.62,Kai'Sa
sion,GOOD_SYNERGY,,48.94,Smolder
sion,GOOD_SYNERGY,,48.91,Aphelios
sion,GOOD_SYNERGY,,48.75,Ezreal
sion,GOOD_SYNERGY,,48.47,Yunara
sion,GOOD_SYNERGY,,47.00,Varus
sivir,WEAK_MATCHUP,Lux,43.18,
sivir,WEAK_MATCHUP,Nilah,45.67,
sivir,WEAK_MATCHUP,Senna,46.04,
sivir,WEAK_MATCHUP,Yunara,46.71,
sivir,WEAK_MATCHUP,Twitch,47.20,
sivir,WEAK_MATCHUP,Xayah,47.41,
sivir,WEAK_MATCHUP,Draven,47.52,
sivir,WEAK_MATCHUP,Ashe,47.55,
sivir,WEAK_MATCHUP,Jinx,47.56,
sivir,WEAK_MATCHUP,Yasuo,48.06,
sivir,WEAK_MATCHUP,Aphelios,48.33,
sivir,WEAK_MATCHUP,Kog'Maw,49.06,
sivir,WEAK_MATCHUP,Hwei,49.12,
sivir,WEAK_MATCHUP,Zeri,49.89,
sivir,WEAK_MATCHUP,Seraphine,50.00,
sivir,WEAK_MATCHUP,Xerath,50.38,
sivir,WEAK_MATCHUP,Miss Fortune,51.52,
sivir,WEAK_MATCHUP,Corki,51.70,
sivir,WEAK_MATCHUP,Jhin,51.85,
sivir,WEAK_MATCHUP,Tristana,51.97,
sivir,WEAK_MATCHUP,Vayne,52.03,
sivir,WEAK_MATCHUP,Kalista,52.31,
sivir,WEAK_MATCHUP,Brand,52.34,
sivir,WEAK_MATCHUP,Varus,52.63,
sivir,WEAK_MATCHUP,Lucian,52.78,
sivir,WEAK_MATCHUP,Ziggs,52.82,
sivir,WEAK_MATCHUP,Caitlyn,53.20,
sivir,WEAK_MATCHUP,Samira,53.42,
sivir,WEAK_MATCHUP,Smolder,53.77,
sivir,WEAK_MATCHUP,Kai'Sa,54.44,
sivir,WEAK_MATCHUP,Ezreal,55.71,
sivir,WEAK_MATCHUP,Mel,56.50,
sivir,WEAK_MATCHUP,Swain,57.55,
sivir,GOOD_SYNERGY,,56.91,Vel'Koz
sivir,GOOD_SYNERGY,,56.86,Brand
sivir,GOOD_SYNERGY,,56.18,Diana
sivir,GOOD_SYNERGY,,56.01,Ekko
sivir,GOOD_SYNERGY,,55.69,Akshan
sivir,GOOD_SYNERGY,,54.52,Fizz
sivir,GOOD_SYNERGY,,54.39,Sylas
sivir,GOOD_SYNERGY,,53.63,Twisted Fate
sivir,GOOD_SYNERGY,,53.53,Lissandra
sivir,GOOD_SYNERGY,,53.49,Taliyah
sivir,GOOD_SYNERGY,,53.48,Irelia
sivir,GOOD_SYNERGY,,53.23,Malzahar
sivir,GOOD_SYNERGY,,53.13,Veigar
sivir,GOOD_SYNERGY,,53.06,Akali
sivir,GOOD_SYNERGY,,52.80,Xerath
sivir,GOOD_SYNERGY,,52.76,Katarina
sivir,GOOD_SYNERGY,,52.74,Riven
sivir,GOOD_SYNERGY,,52.33,LeBlanc
sivir,GOOD_SYNERGY,,52.28,Syndra
sivir,GOOD_SYNERGY,,51.85,Talon
sivir,GOOD_SYNERGY,,51.42,Orianna
sivir,GOOD_SYNERGY,,51.06,Annie
sivir,GOOD_SYNERGY,,50.81,Hwei
sivir,GOOD_SYNERGY,,50.81,Qiyana
sivir,GOOD_SYNERGY,,50.66,Ahri
sivir,GOOD_SYNERGY,,50.00,Aurelion Sol
sivir,GOOD_SYNERGY,,49.82,Zed
sivir,GOOD_SYNERGY,,49.59,Aurora
sivir,GOOD_SYNERGY,,49.57,Viktor
sivir,GOOD_SYNERGY,,49.20,Vladimir
sivir,GOOD_SYNERGY,,49.18,Galio
sivir,GOOD_SYNERGY,,49.16,Kassadin
sivir,GOOD_SYNERGY,,48.22,Azir
sivir,GOOD_SYNERGY,,48.10,Anivia
sivir,GOOD_SYNERGY,,47.97,Lux
sivir,GOOD_SYNERGY,,47.52,Cassiopeia
sivir,GOOD_SYNERGY,,46.93,Zoe
sivir,GOOD_SYNERGY,,46.87,Ryze
sivir,GOOD_SYNERGY,,46.84,Mel
sivir,GOOD_SYNERGY,,46.02,Yone
sivir,GOOD_SYNERGY,,45.58,Vex
sivir,GOOD_SYNERGY,,45.55,Naafiri
sivir,GOOD_SYNERGY,,44.39,Yasuo
skarner,WEAK_MATCHUP,Ziggs,35.85,
skarner,WEAK_MATCHUP,Veigar,40.00,
skarner,WEAK_MATCHUP,Hwei,43.24,
skarner,WEAK_MATCHUP,Nilah,45.00,
skarner,WEAK_MATCHUP,Senna,46.35,
skarner,WEAK_MATCHUP,Seraphine,46.88,
skarner,WEAK_MATCHUP,Brand,47.00,
skarner,WEAK_MATCHUP,Tristana,47.37,
skarner,WEAK_MATCHUP,Kog'Maw,47.37,
skarner,WEAK_MATCHUP,Twitch,48.80,
skarner,WEAK_MATCHUP,Smolder,48.87,
skarner,WEAK_MATCHUP,Vayne,49.12,
skarner,WEAK_MATCHUP,Xayah,50.00,
skarner,WEAK_MATCHUP,Corki,50.00,
skarner,WEAK_MATCHUP,Swain,50.00,
skarner,WEAK_MATCHUP,Ashe,50.14,
skarner,WEAK_MATCHUP,Varus,51.45,
skarner,WEAK_MATCHUP,Jhin,52.40,
skarner,WEAK_MATCHUP,Lucian,52.53,
skarner,WEAK_MATCHUP,Jinx,52.99,
skarner,WEAK_MATCHUP,Samira,53.38,
skarner,WEAK_MATCHUP,Sivir,53.47,
skarner,WEAK_MATCHUP,Kalista,54.00,
skarner,WEAK_MATCHUP,Aphelios,55.04,
skarner,WEAK_MATCHUP,Zeri,55.84,
skarner,WEAK_MATCHUP,Yunara,55.85,
skarner,WEAK_MATCHUP,Caitlyn,56.71,
skarner,WEAK_MATCHUP,Miss Fortune,57.35,
skarner,WEAK_MATCHUP,Kai'Sa,58.29,
skarner,WEAK_MATCHUP,Ezreal,59.80,
skarner,WEAK_MATCHUP,Mel,62.50,
skarner,WEAK_MATCHUP,Draven,62.69,
skarner,GOOD_SYNERGY,,75.76,Vel'Koz
skarner,GOOD_SYNERGY,,64.58,Nilah
skarner,GOOD_SYNERGY,,64.16,Twitch
skarner,GOOD_SYNERGY,,61.36,Swain
skarner,GOOD_SYNERGY,,59.46,Xayah
skarner,GOOD_SYNERGY,,58.50,Senna
skarner,GOOD_SYNERGY,,57.07,Tristana
skarner,GOOD_SYNERGY,,56.29,Yunara
skarner,GOOD_SYNERGY,,55.00,Seraphine
skarner,GOOD_SYNERGY,,54.70,Brand
skarner,GOOD_SYNERGY,,54.41,Ziggs
skarner,GOOD_SYNERGY,,54.11,Aphelios
skarner,GOOD_SYNERGY,,54.01,Sivir
skarner,GOOD_SYNERGY,,53.55,Caitlyn
skarner,GOOD_SYNERGY,,53.49,Mel
skarner,GOOD_SYNERGY,,53.33,Vayne
skarner,GOOD_SYNERGY,,52.02,Jinx
skarner,GOOD_SYNERGY,,51.28,Ashe
skarner,GOOD_SYNERGY,,51.11,Samira
skarner,GOOD_SYNERGY,,51.04,Kai'Sa
skarner,GOOD_SYNERGY,,50.89,Ezreal
skarner,GOOD_SYNERGY,,50.70,Zeri
skarner,GOOD_SYNERGY,,50.25,Smolder
skarner,GOOD_SYNERGY,,50.00,Kalista
skarner,GOOD_SYNERGY,,49.62,Draven
skarner,GOOD_SYNERGY,,48.72,Lucian
skarner,GOOD_SYNERGY,,48.61,Varus
skarner,GOOD_SYNERGY,,47.74,Miss Fortune
skarner,GOOD_SYNERGY,,47.19,Jhin
skarner,GOOD_SYNERGY,,46.77,Kog'Maw
skarner,GOOD_SYNERGY,,44.19,Corki
skarner,GOOD_SYNERGY,,40.54,Hwei
smolder,WEAK_MATCHUP,Hwei,45.56,
smolder,WEAK_MATCHUP,Seraphine,46.15,
smolder,WEAK_MATCHUP,Senna,47.02,
smolder,WEAK_MATCHUP,Yasuo,47.72,
smolder,WEAK_MATCHUP,Twitch,48.20,
smolder,WEAK_MATCHUP,Ziggs,48.98,
smolder,WEAK_MATCHUP,Jinx,50.14,
smolder,WEAK_MATCHUP,Xayah,50.78,
smolder,WEAK_MATCHUP,Varus,51.10,
smolder,WEAK_MATCHUP,Vayne,51.31,
smolder,WEAK_MATCHUP,Ashe,51.32,
smolder,WEAK_MATCHUP,Brand,51.40,
smolder,WEAK_MATCHUP,Sivir,51.44,
smolder,WEAK_MATCHUP,Tristana,51.51,
smolder,WEAK_MATCHUP,Jhin,51.70,
smolder,WEAK_MATCHUP,Corki,51.80,
smolder,WEAK_MATCHUP,Zeri,51.88,
smolder,WEAK_MATCHUP,Veigar,52.61,
smolder,WEAK_MATCHUP,Aphelios,52.68,
smolder,WEAK_MATCHUP,Swain,52.89,
smolder,WEAK_MATCHUP,Miss Fortune,53.04,
smolder,WEAK_MATCHUP,Caitlyn,53.13,
smolder,WEAK_MATCHUP,Yunara,53.47,
smolder,WEAK_MATCHUP,Kog'Maw,53.53,
smolder,WEAK_MATCHUP,Kai'Sa,53.73,
smolder,WEAK_MATCHUP,Nilah,53.77,
smolder,WEAK_MATCHUP,Samira,53.83,
smolder,WEAK_MATCHUP,Mel,54.17,
smolder,WEAK_MATCHUP,Draven,54.45,
smolder,WEAK_MATCHUP,Ezreal,55.80,
smolder,WEAK_MATCHUP,Lucian,56.09,
smolder,WEAK_MATCHUP,Kalista,58.07,
smolder,GOOD_SYNERGY,,57.09,Riven
smolder,GOOD_SYNERGY,,56.14,Fizz
smolder,GOOD_SYNERGY,,55.04,Syndra
smolder,GOOD_SYNERGY,,54.51,Zoe
smolder,GOOD_SYNERGY,,54.22,Ekko
smolder,GOOD_SYNERGY,,54.18,Naafiri
smolder,GOOD_SYNERGY,,54.08,Lissandra
smolder,GOOD_SYNERGY,,54.04,Veigar
smolder,GOOD_SYNERGY,,53.79,Aurora
smolder,GOOD_SYNERGY,,53.65,Ahri
smolder,GOOD_SYNERGY,,53.63,Annie
smolder,GOOD_SYNERGY,,53.16,Vladimir
smolder,GOOD_SYNERGY,,52.91,Sylas
smolder,GOOD_SYNERGY,,52.91,Malzahar
smolder,GOOD_SYNERGY,,52.85,Brand
smolder,GOOD_SYNERGY,,52.79,Zed
smolder,GOOD_SYNERGY,,52.55,Lux
smolder,GOOD_SYNERGY,,52.36,Twisted Fate
smolder,GOOD_SYNERGY,,52.32,Xerath
smolder,GOOD_SYNERGY,,52.11,Yone
smolder,GOOD_SYNERGY,,52.02,LeBlanc
smolder,GOOD_SYNERGY,,51.99,Diana
smolder,GOOD_SYNERGY,,51.65,Hwei
smolder,GOOD_SYNERGY,,51.56,Viktor
smolder,GOOD_SYNERGY,,51.39,Kassadin
smolder,GOOD_SYNERGY,,51.37,Akshan
smolder,GOOD_SYNERGY,,51.36,Akali
smolder,GOOD_SYNERGY,,50.50,Vel'Koz
smolder,GOOD_SYNERGY,,50.49,Katarina
smolder,GOOD_SYNERGY,,50.10,Vex
smolder,GOOD_SYNERGY,,49.77,Qiyana
smolder,GOOD_SYNERGY,,49.56,Galio
smolder,GOOD_SYNERGY,,49.34,Cassiopeia
smolder,GOOD_SYNERGY,,49.27,Yasuo
smolder,GOOD_SYNERGY,,48.85,Azir
smolder,GOOD_SYNERGY,,48.71,Anivia
smolder,GOOD_SYNERGY,,48.61,Talon
smolder,GOOD_SYNERGY,,48.56,Sion
smolder,GOOD_SYNERGY,,48.10,Orianna
smolder,GOOD_SYNERGY,,47.85,Aurelion Sol
smolder,GOOD_SYNERGY,,47.21,Taliyah
smolder,GOOD_SYNERGY,,46.88,Ryze
smolder,GOOD_SYNERGY,,46.68,Irelia
smolder,GOOD_SYNERGY,,45.43,Mel
sona,WEAK_MATCHUP,Hwei,38.41,
sona,WEAK_MATCHUP,Swain,39.56,
sona,WEAK_MATCHUP,Nilah,41.35,
sona,WEAK_MATCHUP,Yasuo,43.86,
sona,WEAK_MATCHUP,Veigar,47.56,
sona,WEAK_MATCHUP,Xayah,47.69,
sona,WEAK_MATCHUP,Senna,47.95,
sona,WEAK_MATCHUP,Seraphine,48.17,
sona,WEAK_MATCHUP,Jinx,48.53,
sona,WEAK_MATCHUP,Samira,48.78,
sona,WEAK_MATCHUP,Varus,49.01,
sona,WEAK_MATCHUP,Tristana,49.68,
sona,WEAK_MATCHUP,Kog'Maw,49.69,
sona,WEAK_MATCHUP,Draven,49.70,
sona,WEAK_MATCHUP,Brand,50.00,
sona,WEAK_MATCHUP,Miss Fortune,50.35,
sona,WEAK_MATCHUP,Lux,51.22,
sona,WEAK_MATCHUP,Kai'Sa,51.34,
sona,WEAK_MATCHUP,Ashe,51.50,
sona,WEAK_MATCHUP,Lucian,51.56,
sona,WEAK_MATCHUP,Corki,51.72,
sona,WEAK_MATCHUP,Zeri,51.84,
sona,WEAK_MATCHUP,Smolder,53.05,
sona,WEAK_MATCHUP,Caitlyn,53.19,
sona,WEAK_MATCHUP,Aphelios,53.87,
sona,WEAK_MATCHUP,Jhin,54.14,
sona,WEAK_MATCHUP,Ezreal,54.41,
sona,WEAK_MATCHUP,Mel,54.64,
sona,WEAK_MATCHUP,Twitch,55.56,
sona,WEAK_MATCHUP,Kalista,56.30,
sona,WEAK_MATCHUP,Ziggs,56.76,
sona,WEAK_MATCHUP,Sivir,57.48,
sona,WEAK_MATCHUP,Vayne,57.80,
sona,WEAK_MATCHUP,Yunara,57.85,
sona,WEAK_MATCHUP,Vladimir,60.49,
sona,GOOD_SYNERGY,,58.43,Brand
sona,GOOD_SYNERGY,,58.14,Veigar
sona,GOOD_SYNERGY,,57.40,Seraphine
sona,GOOD_SYNERGY,,55.88,Ziggs
sona,GOOD_SYNERGY,,55.50,Senna
sona,GOOD_SYNERGY,,55.30,Hwei
sona,GOOD_SYNERGY,,54.74,Swain
sona,GOOD_SYNERGY,,54.57,Tristana
sona,GOOD_SYNERGY,,54.40,Zeri
sona,GOOD_SYNERGY,,54.32,Vladimir
sona,GOOD_SYNERGY,,53.73,Twitch
sona,GOOD_SYNERGY,,53.61,Lucian
sona,GOOD_SYNERGY,,52.83,Mel
sona,GOOD_SYNERGY,,52.38,Corki
sona,GOOD_SYNERGY,,52.26,Smolder
sona,GOOD_SYNERGY,,51.81,Caitlyn
sona,GOOD_SYNERGY,,50.90,Vayne
sona,GOOD_SYNERGY,,50.60,Aphelios
sona,GOOD_SYNERGY,,50.37,Ashe
sona,GOOD_SYNERGY,,50.24,Draven
sona,GOOD_SYNERGY,,50.00,Nilah
sona,GOOD_SYNERGY,,50.00,Kog'Maw
sona,GOOD_SYNERGY,,49.79,Jhin
sona,GOOD_SYNERGY,,49.78,Jinx
sona,GOOD_SYNERGY,,49.65,Varus
sona,GOOD_SYNERGY,,49.16,Sivir
sona,GOOD_SYNERGY,,48.92,Ezreal
sona,GOOD_SYNERGY,,47.55,Samira
sona,GOOD_SYNERGY,,47.47,Yunara
sona,GOOD_SYNERGY,,46.40,Kai'Sa
sona,GOOD_SYNERGY,,46.07,Miss Fortune
sona,GOOD_SYNERGY,,42.99,Xayah
soraka,WEAK_MATCHUP,Veigar,41.43,
soraka,WEAK_MATCHUP,Senna,45.50,
soraka,WEAK_MATCHUP,Seraphine,47.40,
soraka,WEAK_MATCHUP,Brand,47.73,
soraka,WEAK_MATCHUP,Ziggs,49.80,
soraka,WEAK_MATCHUP,Karthus,50.00,
soraka,WEAK_MATCHUP,Katarina,50.00,
soraka,WEAK_MATCHUP,Jinx,50.12,
soraka,WEAK_MATCHUP,Varus,50.50,
soraka,WEAK_MATCHUP,Tristana,50.98,
soraka,WEAK_MATCHUP,Ashe,51.05,
soraka,WEAK_MATCHUP,Aphelios,51.43,
soraka,WEAK_MATCHUP,Kalista,52.19,
soraka,WEAK_MATCHUP,Zeri,52.23,
soraka,WEAK_MATCHUP,Jhin,52.26,
soraka,WEAK_MATCHUP,Kog'Maw,52.63,
soraka,WEAK_MATCHUP,Hwei,52.63,
soraka,WEAK_MATCHUP,Swain,52.87,
soraka,WEAK_MATCHUP,Vayne,53.12,
soraka,WEAK_MATCHUP,Yasuo,53.13,
soraka,WEAK_MATCHUP,Nilah,53.43,
soraka,WEAK_MATCHUP,Lucian,53.77,
soraka,WEAK_MATCHUP,Twitch,53.87,
soraka,WEAK_MATCHUP,Draven,54.15,
soraka,WEAK_MATCHUP,Sivir,54.17,
soraka,WEAK_MATCHUP,Xayah,54.39,
soraka,WEAK_MATCHUP,Kai'Sa,54.55,
soraka,WEAK_MATCHUP,Smolder,54.63,
soraka,WEAK_MATCHUP,Samira,55.37,
soraka,WEAK_MATCHUP,Miss Fortune,55.56,
soraka,WEAK_MATCHUP,Caitlyn,55.85,
soraka,WEAK_MATCHUP,Mel,55.98,
soraka,WEAK_MATCHUP,Corki,58.51,
soraka,WEAK_MATCHUP,Ezreal,58.83,
soraka,WEAK_MATCHUP,Yunara,59.80,
soraka,GOOD_SYNERGY,,56.52,Senna
soraka,GOOD_SYNERGY,,56.43,Vayne
soraka,GOOD_SYNERGY,,56.22,Swain
soraka,GOOD_SYNERGY,,55.93,Seraphine
soraka,GOOD_SYNERGY,,55.87,Twitch
soraka,GOOD_SYNERGY,,55.77,Ashe
soraka,GOOD_SYNERGY,,55.38,Brand
soraka,GOOD_SYNERGY,,54.93,Yasuo
soraka,GOOD_SYNERGY,,54.89,Varus
soraka,GOOD_SYNERGY,,54.68,Lucian
soraka,GOOD_SYNERGY,,53.74,Zeri
soraka,GOOD_SYNERGY,,53.73,Jinx
soraka,GOOD_SYNERGY,,53.32,Smolder
soraka,GOOD_SYNERGY,,53.22,Mel
soraka,GOOD_SYNERGY,,53.08,Xayah
soraka,GOOD_SYNERGY,,53.06,Draven
soraka,GOOD_SYNERGY,,52.94,Tristana
soraka,GOOD_SYNERGY,,52.06,Nilah
soraka,GOOD_SYNERGY,,51.57,Kog'Maw
soraka,GOOD_SYNERGY,,51.31,Hwei
soraka,GOOD_SYNERGY,,51.03,Corki
soraka,GOOD_SYNERGY,,50.71,Jhin
soraka,GOOD_SYNERGY,,50.68,Kai'Sa
soraka,GOOD_SYNERGY,,50.53,Sivir
soraka,GOOD_SYNERGY,,50.00,Ziggs
soraka,GOOD_SYNERGY,,50.00,Kalista
soraka,GOOD_SYNERGY,,49.90,Caitlyn
soraka,GOOD_SYNERGY,,49.87,Yunara
soraka,GOOD_SYNERGY,,49.39,Ezreal
soraka,GOOD_SYNERGY,,49.05,Miss Fortune
soraka,GOOD_SYNERGY,,47.45,Aphelios
soraka,GOOD_SYNERGY,,47.30,Samira
swain,WEAK_MATCHUP,Seraphine,41.12,
swain,WEAK_MATCHUP,Brand,43.84,
swain,WEAK_MATCHUP,Kog'Maw,44.96,
swain,WEAK_MATCHUP,Nilah,46.00,
swain,WEAK_MATCHUP,Hwei,46.67,
swain,WEAK_MATCHUP,Vayne,46.71,
swain,WEAK_MATCHUP,Mel,46.74,
swain,WEAK_MATCHUP,Yunara,46.96,
swain,WEAK_MATCHUP,Varus,47.35,
swain,WEAK_MATCHUP,Senna,47.78,
swain,WEAK_MATCHUP,Jinx,48.72,
swain,WEAK_MATCHUP,Smolder,49.06,
swain,WEAK_MATCHUP,Ashe,49.57,
swain,WEAK_MATCHUP,Twitch,49.58,
swain,WEAK_MATCHUP,Miss Fortune,49.81,
swain,WEAK_MATCHUP,Samira,49.87,
swain,WEAK_MATCHUP,Caitlyn,49.88,
swain,WEAK_MATCHUP,Kalista,50.00,
swain,WEAK_MATCHUP,Zeri,50.18,
swain,WEAK_MATCHUP,Jhin,51.12,
swain,WEAK_MATCHUP,Ziggs,51.45,
swain,WEAK_MATCHUP,Tristana,51.61,
swain,WEAK_MATCHUP,Kai'Sa,51.67,
swain,WEAK_MATCHUP,Ezreal,52.00,
swain,WEAK_MATCHUP,Aphelios,52.06,
swain,WEAK_MATCHUP,Lucian,52.08,
swain,WEAK_MATCHUP,Yasuo,53.01,
swain,WEAK_MATCHUP,Draven,54.55,
swain,WEAK_MATCHUP,Sivir,54.67,
swain,WEAK_MATCHUP,Xayah,54.95,
swain,WEAK_MATCHUP,Corki,56.36,
swain,GOOD_SYNERGY,,58.62,Hwei
swain,GOOD_SYNERGY,,56.52,Seraphine
swain,GOOD_SYNERGY,,54.98,Xayah
swain,GOOD_SYNERGY,,54.74,Corki
swain,GOOD_SYNERGY,,53.93,Tristana
swain,GOOD_SYNERGY,,52.78,Senna
swain,GOOD_SYNERGY,,51.95,Sivir
swain,GOOD_SYNERGY,,51.63,Brand
swain,GOOD_SYNERGY,,51.58,Samira
swain,GOOD_SYNERGY,,51.15,Ashe
swain,GOOD_SYNERGY,,51.05,Vayne
swain,GOOD_SYNERGY,,50.91,Jinx
swain,GOOD_SYNERGY,,50.76,Ziggs
swain,GOOD_SYNERGY,,50.67,Yasuo
swain,GOOD_SYNERGY,,50.00,Aphelios
swain,GOOD_SYNERGY,,50.00,Zeri
swain,GOOD_SYNERGY,,50.00,Mel
swain,GOOD_SYNERGY,,49.91,Caitlyn
swain,GOOD_SYNERGY,,49.64,Smolder
swain,GOOD_SYNERGY,,49.41,Miss Fortune
swain,GOOD_SYNERGY,,49.11,Ezreal
swain,GOOD_SYNERGY,,48.69,Lucian
swain,GOOD_SYNERGY,,48.37,Yunara
swain,GOOD_SYNERGY,,48.31,Twitch
swain,GOOD_SYNERGY,,48.06,Draven
swain,GOOD_SYNERGY,,47.90,Kai'Sa
swain,GOOD_SYNERGY,,47.51,Jhin
swain,GOOD_SYNERGY,,47.08,Varus
swain,GOOD_SYNERGY,,45.45,Veigar
swain,GOOD_SYNERGY,,44.71,Nilah
swain,GOOD_SYNERGY,,43.43,Kalista
sylas,WEAK_MATCHUP,Seraphine,45.59,
sylas,WEAK_MATCHUP,Nilah,45.83,
sylas,WEAK_MATCHUP,Senna,45.94,
sylas,WEAK_MATCHUP,Yasuo,47.39,
sylas,WEAK_MATCHUP,Kog'Maw,47.88,
sylas,WEAK_MATCHUP,Xayah,48.43,
sylas,WEAK_MATCHUP,Brand,48.97,
sylas,WEAK_MATCHUP,Jinx,50.07,
sylas,WEAK_MATCHUP,Corki,50.16,
sylas,WEAK_MATCHUP,Kalista,50.38,
sylas,WEAK_MATCHUP,Draven,50.75,
sylas,WEAK_MATCHUP,Hwei,51.66,
sylas,WEAK_MATCHUP,Jhin,51.88,
sylas,WEAK_MATCHUP,Tristana,51.94,
sylas,WEAK_MATCHUP,Aphelios,51.94,
sylas,WEAK_MATCHUP,Miss Fortune,51.95,
sylas,WEAK_MATCHUP,Ziggs,51.99,
sylas,WEAK_MATCHUP,Swain,52.05,
sylas,WEAK_MATCHUP,Sivir,52.10,
sylas,WEAK_MATCHUP,Varus,52.42,
sylas,WEAK_MATCHUP,Zeri,52.84,
sylas,WEAK_MATCHUP,Lucian,53.03,
sylas,WEAK_MATCHUP,Smolder,53.35,
sylas,WEAK_MATCHUP,Kai'Sa,53.39,
sylas,WEAK_MATCHUP,Samira,53.40,
sylas,WEAK_MATCHUP,Yunara,53.42,
sylas,WEAK_MATCHUP,Twitch,53.92,
sylas,WEAK_MATCHUP,Ashe,54.05,
sylas,WEAK_MATCHUP,Caitlyn,54.12,
sylas,WEAK_MATCHUP,Vayne,54.13,
sylas,WEAK_MATCHUP,Mel,54.19,
sylas,WEAK_MATCHUP,Ezreal,55.18,
sylas,GOOD_SYNERGY,,57.34,Ziggs
sylas,GOOD_SYNERGY,,56.98,Senna
sylas,GOOD_SYNERGY,,56.54,Seraphine
sylas,GOOD_SYNERGY,,55.80,Kog'Maw
sylas,GOOD_SYNERGY,,55.39,Yasuo
sylas,GOOD_SYNERGY,,54.61,Brand
sylas,GOOD_SYNERGY,,53.57,Draven
sylas,GOOD_SYNERGY,,53.51,Sivir
sylas,GOOD_SYNERGY,,53.40,Tristana
sylas,GOOD_SYNERGY,,53.06,Ashe
sylas,GOOD_SYNERGY,,52.93,Jinx
sylas,GOOD_SYNERGY,,52.53,Miss Fortune
sylas,GOOD_SYNERGY,,52.34,Caitlyn
sylas,GOOD_SYNERGY,,51.59,Smolder
sylas,GOOD_SYNERGY,,51.52,Varus
sylas,GOOD_SYNERGY,,51.13,Nilah
sylas,GOOD_SYNERGY,,51.10,Zeri
sylas,GOOD_SYNERGY,,51.07,Vayne
sylas,GOOD_SYNERGY,,51.05,Kalista
sylas,GOOD_SYNERGY,,50.93,Lucian
sylas,GOOD_SYNERGY,,50.74,Yunara
sylas,GOOD_SYNERGY,,50.66,Twitch
sylas,GOOD_SYNERGY,,50.53,Xayah
sylas,GOOD_SYNERGY,,50.35,Kai'Sa
sylas,GOOD_SYNERGY,,50.28,Jhin
sylas,GOOD_SYNERGY,,50.24,Samira
sylas,GOOD_SYNERGY,,49.88,Aphelios
sylas,GOOD_SYNERGY,,48.69,Ezreal
sylas,GOOD_SYNERGY,,48.19,Mel
sylas,GOOD_SYNERGY,,46.46,Corki
syndra,WEAK_MATCHUP,Veigar,46.09,
syndra,WEAK_MATCHUP,Swain,46.95,
syndra,WEAK_MATCHUP,Ziggs,47.58,
syndra,WEAK_MATCHUP,Senna,47.98,
syndra,WEAK_MATCHUP,Seraphine,49.85,
syndra,WEAK_MATCHUP,Brand,49.86,
syndra,WEAK_MATCHUP,Yasuo,50.88,
syndra,WEAK_MATCHUP,Twitch,51.00,
syndra,WEAK_MATCHUP,Jinx,51.52,
syndra,WEAK_MATCHUP,Ashe,51.77,
syndra,WEAK_MATCHUP,Xayah,52.04,
syndra,WEAK_MATCHUP,Miss Fortune,52.70,
syndra,WEAK_MATCHUP,Kog'Maw,53.03,
syndra,WEAK_MATCHUP,Samira,53.05,
syndra,WEAK_MATCHUP,Zeri,53.13,
syndra,WEAK_MATCHUP,Tristana,53.23,
syndra,WEAK_MATCHUP,Kai'Sa,53.62,
syndra,WEAK_MATCHUP,Jhin,53.78,
syndra,WEAK_MATCHUP,Draven,53.87,
syndra,WEAK_MATCHUP,Ezreal,53.99,
syndra,WEAK_MATCHUP,Smolder,54.18,
syndra,WEAK_MATCHUP,Lucian,54.50,
syndra,WEAK_MATCHUP,Hwei,54.63,
syndra,WEAK_MATCHUP,Sivir,55.30,
syndra,WEAK_MATCHUP,Nilah,55.43,
syndra,WEAK_MATCHUP,Aphelios,55.79,
syndra,WEAK_MATCHUP,Vayne,56.01,
syndra,WEAK_MATCHUP,Caitlyn,56.36,
syndra,WEAK_MATCHUP,Yunara,57.10,
syndra,WEAK_MATCHUP,Kalista,57.18,
syndra,WEAK_MATCHUP,Varus,57.25,
syndra,WEAK_MATCHUP,Mel,57.34,
syndra,WEAK_MATCHUP,Corki,58.52,
syndra,GOOD_SYNERGY,,58.52,Kog'Maw
syndra,GOOD_SYNERGY,,57.66,Ziggs
syndra,GOOD_SYNERGY,,57.62,Senna
syndra,GOOD_SYNERGY,,57.06,Kalista
syndra,GOOD_SYNERGY,,56.66,Tristana
syndra,GOOD_SYNERGY,,56.47,Nilah
syndra,GOOD_SYNERGY,,55.88,Yasuo
syndra,GOOD_SYNERGY,,55.81,Hwei
syndra,GOOD_SYNERGY,,55.13,Xayah
syndra,GOOD_SYNERGY,,54.90,Vayne
syndra,GOOD_SYNERGY,,54.75,Draven
syndra,GOOD_SYNERGY,,54.49,Miss Fortune
